Date,Buy_Hold_SPY,Sys_E_Original,Sys_E_Trap_3Tier,R1_Linear,R2_Dual_Score,R3_Vol_Adj,R4_Regime_Mom,R5_Convex,R6_Concave,R7_Full_Kelly
2004-01-02,1.0,,,,,,,,,
2004-01-09,1.0,,,0.325,0.21250000000000002,0.21250000000000002,0.21250000000000002,0.21250000000000002,0.55,0.5
2004-01-16,1.0,,,0.325,0.21250000000000002,0.21250000000000002,0.21250000000000002,0.21250000000000002,0.55,0.5
2004-01-23,1.0,,,0.325,0.21250000000000002,0.21250000000000002,0.21250000000000002,0.21250000000000002,0.55,0.5
2004-01-30,1.0,,,0.41500000000000004,0.2575,0.2575,0.35750000000000004,0.2863565131676379,0.6324471804789654,0.5
2004-02-06,1.0,,,0.325,0.21250000000000002,0.26875000000000004,0.21250000000000002,0.21250000000000002,0.55,0.5
2004-02-13,1.0,,,0.505,0.3025,0.40374999999999994,0.40249999999999997,0.37168225926622445,0.7037383539249432,0.5
2004-02-20,1.0,,,0.55,0.325,0.4375,0.42500000000000004,0.4181980515339464,0.7363961030678928,0.5
2004-02-27,1.0,,,0.4600000000000001,0.28,0.3700000000000001,0.28,0.32768399153212335,0.6692099788303083,0.5
2004-03-05,1.0,,,0.55,0.325,0.4375,0.42500000000000004,0.4181980515339464,0.7363961030678928,0.5
2004-03-12,1.0,,,0.5950000000000001,0.34750000000000003,0.47125000000000006,0.4475,0.4671018251112353,0.7674578638386097,0.5
2004-03-19,1.0,,,0.41500000000000004,0.2575,0.23727836676238542,0.1575,0.2863565131676379,0.6324471804789654,0.5
2004-03-26,1.0,,,0.41500000000000004,0.2575,0.23759687801243484,0.2575,0.2863565131676379,0.6324471804789654,0.5
2004-04-02,1.0,,,0.4600000000000001,0.28,0.2590192944961564,0.18000000000000002,0.32768399153212335,0.6692099788303083,0.5
2004-04-09,1.0,,,0.37,0.23500000000000001,0.18301740614553985,0.135,0.24788509052639485,0.5929503017546495,0.5
2004-04-16,1.0,,,0.41500000000000004,0.2575,0.23909435017774375,0.2575,0.2863565131676379,0.6324471804789654,0.5
2004-04-23,1.0,,,0.505,0.3025,0.29173046058365804,0.40249999999999997,0.37168225926622445,0.7037383539249432,0.5
2004-04-30,1.0,,,0.505,0.3025,0.2967243114182909,0.3025,0.37168225926622445,0.7037383539249432,0.5
2004-05-07,1.0,,,0.325,0.21250000000000002,0.22480610636226178,0.21250000000000002,0.21250000000000002,0.55,0.5
2004-05-14,1.0,,,0.325,0.21250000000000002,0.22892313316014645,0.11250000000000002,0.21250000000000002,0.55,0.5
2004-05-21,1.0,,,0.325,0.21250000000000002,0.22176548360820786,0.11250000000000002,0.21250000000000002,0.55,0.5
2004-05-28,1.0,,,0.325,0.21250000000000002,0.23606516362613403,0.11250000000000002,0.21250000000000002,0.55,0.5
2004-06-04,1.0,,,0.505,0.3025,0.30873439725054286,0.40249999999999997,0.37168225926622445,0.7037383539249432,0.5
